[09/11/2020 17:39:22 / FxUtilitiesController.php:326]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20200903_093746).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20200911_173922_313338).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\20200903_093746[eap-2.id-1].[AUDJPY-5].dir
order_type	buy
account : 	20117143

s.n.	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
1	28285452	2020.09.03 03:40:00	77.91	77.876	77.86499999999999	77.827	77.791	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	0.007	-0.031	-0.012	-0.04	-0.036	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	1	-4	-2	-4	-4	4	-2	3	2	2	4	-4	51.98389	55.43242	51.94122	45.50891	35.96304	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	56.43797	48.07318	45.76329	38.9566	33.92471	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	0.18	0.0522	0	-0.5921999999999999	-2.70115	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	3	5	6	6	6	5	5	5	4	4	3	4	28285452	2020.09.03 03:40:01	buy	0.10	audjpy	77.867	77.809	77.959	2020.09.03 03:57:46	77.809	-580
2	28285595	2020.09.03 03:45:00	77.876	77.86499999999999	77.827	77.791	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	-0.031	-0.012	-0.04	-0.036	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	-4	-2	-4	-4	4	-2	3	2	2	4	-4	1	55.43242	51.94122	45.50891	35.96304	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	48.07318	45.76329	38.9566	33.92471	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	0.0522	0	-0.5921999999999999	-2.70115	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	5	6	6	6	5	5	5	4	4	3	4	4	28285595	2020.09.03 03:45:01	buy	0.10	audjpy	77.878	77.817	77.967	2020.09.03 03:56:58	77.817	-610
3	28285636	2020.09.03 03:50:00	77.86499999999999	77.827	77.791	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-0.012	-0.04	-0.036	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-2	-4	-4	4	-2	3	2	2	4	-4	1	1	51.94122	45.50891	35.96304	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	45.76329	38.9566	33.92471	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	0	-0.5921999999999999	-2.70115	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	6	6	6	5	5	5	4	4	3	4	4	3	28285636	2020.09.03 03:50:01	buy	0.10	audjpy	77.884	77.824	77.974	2020.09.03 03:56:56	77.824	-600
4	28285690	2020.09.03 03:55:00	77.827	77.791	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	-0.04	-0.036	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-4	-4	4	-2	3	2	2	4	-4	1	1	-2	45.50891	35.96304	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	38.9566	33.92471	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	-0.5921999999999999	-2.70115	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	6	6	5	5	5	4	4	3	4	4	3	4	28285690	2020.09.03 03:55:01	buy	0.10	audjpy	77.863	77.805	77.955	2020.09.03 03:58:23	77.805	-580
5	28285745	2020.09.03 04:00:00	77.791	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	-1	1	-1	1	1	1	1	-1	1	1	-1	-1	-0.036	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-4	4	-2	3	2	2	4	-4	1	1	-2	-4	35.96304	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	33.92471	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	-2.70115	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	6	5	5	5	4	4	3	4	4	3	4	6	28285745	2020.09.03 04:00:00	buy	0.10	audjpy	77.787	77.726	77.876	2020.09.03 04:14:17	77.726	-610
6	28285854	2020.09.03 04:05:00	77.828	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	77.755	1	-1	1	1	1	1	-1	1	1	-1	-1	-1	0.038	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-0.021	4	-2	3	2	2	4	-4	1	1	-2	-4	-3	41.4988	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	42.17339	42.02607	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	36.19529	-0.9955000000000001	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	-3.68775	5	5	5	4	4	3	4	4	3	4	6	6	28285854	2020.09.03 04:05:00	buy	0.10	audjpy	77.763	77.705	77.855	2020.09.03 04:18:24	77.705	-580
7	28285911	2020.09.03 04:10:00	77.80800000000001	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	77.755	77.77	-1	1	1	1	1	-1	1	1	-1	-1	-1	1	-0.017	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-0.021	0.015	-2	3	2	2	4	-4	1	1	-2	-4	-3	2	44.95305	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	42.17339	38.18792	39.28542	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	36.19529	38.67895	-1.4007	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	-3.68775	-2.5506	5	5	4	4	3	4	4	3	4	6	6	5	28285911	2020.09.03 04:10:01	buy	0.10	audjpy	77.777	77.719	77.869	2020.09.03 04:14:31	77.719	-580
8	28286047	2020.09.03 04:15:00	77.833	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	77.755	77.77	77.72	1	1	1	1	-1	1	1	-1	-1	-1	1	-1	0.026	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-0.021	0.015	-0.049	3	2	2	4	-4	1	1	-2	-4	-3	2	-4	47.46323	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	42.17339	38.18792	36.54037	44.08344	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	36.19529	38.67895	34.03092	-0.9214	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	-3.68775	-2.5506	-3.37625	5	4	4	3	4	4	3	4	6	6	5	6	28286047	2020.09.03 04:15:01	buy	0.10	audjpy	77.731	77.673	77.823	2020.09.03 04:21:48	77.673	-580
9	28286106	2020.09.03 04:20:00	77.842	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	77.755	77.77	77.72	77.718	1	1	1	-1	1	1	-1	-1	-1	1	-1	-1	0.01	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-0.021	0.015	-0.049	-0.005	2	2	4	-4	1	1	-2	-4	-3	2	-4	-1	49.37029	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	42.17339	38.18792	36.54037	34.67649	45.70927	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	36.19529	38.67895	34.03092	33.8596	-0.6832	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	-3.68775	-2.5506	-3.37625	-4.0756	4	4	3	4	4	3	4	6	6	5	6	6	28286106	2020.09.03 04:20:00	buy	0.10	audjpy	77.726	77.668	77.818	2020.09.03 04:21:49	77.668	-580
10	28286178	2020.09.03 04:25:00	77.855	77.89	77.858	77.86799999999999	77.873	77.858	77.777	77.755	77.77	77.72	77.718	77.71599999999999	1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1	0.015	0.035	-0.037	0.008999999999999999	0.006	-0.016	-0.078	-0.021	0.015	-0.049	-0.005	-0.002	2	4	-4	1	1	-2	-4	-3	2	-4	-1	-1	50.54275	54.89909	49.47372	55.32721	56.31509	51.0587	47.18686	42.17339	38.18792	36.54037	34.67649	31.55725	48.0078	53.57775	48.57003	50.1041	50.87532	48.50766	38.36009	36.19529	38.67895	34.03092	33.8596	33.68112	-0.44785	-0.1626	-0.9734	-0.4431	-0.50175	-1.12395	-2.9888	-3.68775	-2.5506	-3.37625	-4.0756	-4.0934	4	3	4	4	3	4	6	6	5	6	6	5	28286178	2020.09.03 04:25:01	buy	0.10	audjpy	77.725	77.666	77.816	2020.09.03 04:30:07	77.666	-590
