[09/06/2020 10:21:17 / FxUtilitiesController.php:326]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-6_tester-1].(20200904_094034).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20200906_102117_631892).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\20200904_094034[eap-2.id-1].[AUDJPY-5].dir
order_type	sell
account : 	20116358

s.n.	ticket-num	curr.datetime	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
1	28311157	2020.09.04 03:45:00	76.943	76.95399999999999	76.952	77.04000000000001	77.086	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	-1	1	1	1	1	-1	1	1	-1	1	1	1	-0.043	0.011	0.002	0.08799999999999999	0.045	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-4	2	1	4	4	-2	4	1	-1	4	1	2	20.68478	22.37779	18.35386	28.56687	35.85723	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	26.73696	28.98038	28.81153	43.93969	49.8086	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	-3.6852	-2.17125	-3.555	-3.27	-1.9092	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	5	5	5	4	3	3	2	2	2	2	2	2	28311157	2020.09.04 03:45:01	sell	0.10	audjpy	77.203	77.206	77.040	2020.09.04 04:03:26	77.206	-30
2	28311212	2020.09.04 03:50:00	76.95399999999999	76.952	77.04000000000001	77.086	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	1	1	1	1	-1	1	1	-1	1	1	1	-1	0.011	0.002	0.08799999999999999	0.045	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	2	1	4	4	-2	4	1	-1	4	1	2	-3	22.37779	18.35386	28.56687	35.85723	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	28.98038	28.81153	43.93969	49.8086	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	-2.17125	-3.555	-3.27	-1.9092	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5	5	4	3	3	2	2	2	2	2	2	2	28311212	2020.09.04 03:50:01	sell	0.10	audjpy	77.176	77.237	77.071	2020.09.04 04:05:39	77.237	-610
3	28311387	2020.09.04 03:55:00	76.952	77.04000000000001	77.086	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	1	1	1	-1	1	1	-1	1	1	1	-1	1	0.002	0.08799999999999999	0.045	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	1	4	4	-2	4	1	-1	4	1	2	-3	2	18.35386	28.56687	35.85723	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	28.81153	43.93969	49.8086	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	-3.555	-3.27	-1.9092	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	5	4	3	3	2	2	2	2	2	2	2	2	28311387	2020.09.04 03:55:01	sell	0.10	audjpy	77.192	77.206	77.040	2020.09.04 04:03:26	77.206	-140
4	28311437	2020.09.04 04:00:00	77.04000000000001	77.086	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	1	1	-1	1	1	-1	1	1	1	-1	1	-1	0.08799999999999999	0.045	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	4	4	-2	4	1	-1	4	1	2	-3	2	-4	28.56687	35.85723	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	43.93969	49.8086	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	-3.27	-1.9092	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4	3	3	2	2	2	2	2	2	2	2	3	28311437	2020.09.04 04:00:01	sell	0.10	audjpy	77.147	77.208	77.036	2020.09.04 04:03:26	77.208	-610
5	28311564	2020.09.04 04:05:00	77.086	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	1	-1	1	1	-1	1	1	1	-1	1	-1	1	0.045	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	4	-2	4	1	-1	4	1	2	-3	2	-4	4	35.85723	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	49.8086	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	-1.9092	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	3	3	2	2	2	2	2	2	2	2	3	2	28311564	2020.09.04 04:05:01	sell	0.10	audjpy	77.204	77.264	77.094	2020.09.04 04:06:22	77.264	-600
6	28311753	2020.09.04 04:10:00	77.078	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	77.248	-1	1	1	-1	1	1	1	-1	1	-1	1	1	-0.011	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	0.044	-2	4	1	-1	4	1	2	-3	2	-4	4	4	39.50395	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	69.76596000000001	48.87196	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	63.08799	-1.8524	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	4.8443	3	2	2	2	2	2	2	2	2	3	2	2	28311753	2020.09.04 04:10:01	sell	0.10	audjpy	77.243	77.258	77.094	2020.09.04 04:25:28	77.258	-150
7	28311795	2020.09.04 04:15:00	77.14	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	77.248	77.252	1	1	-1	1	1	1	-1	1	-1	1	1	1	0.061	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	0.044	0.007	4	1	-1	4	1	2	-3	2	-4	4	4	1	44.84179	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	69.76596000000001	74.68872	55.67215	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	63.08799	63.407	-0.1095	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	4.8443	7.171	2	2	2	2	2	2	2	2	3	2	2	2	28311795	2020.09.04 04:15:01	sell	0.10	audjpy	77.254	77.258	77.094	2020.09.04 04:25:28	77.258	-40
8	28311953	2020.09.04 04:20:00	77.14400000000001	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	77.248	77.252	77.226	1	-1	1	1	1	-1	1	-1	1	1	1	-1	0.002	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	0.044	0.007	-0.027	1	-1	4	1	2	-3	2	-4	4	4	1	-3	49.64642	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	69.76596000000001	74.68872	73.33882	56.06895	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	63.08799	63.407	59.8669	-0.18535	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	4.8443	7.171	4.33485	2	2	2	2	2	2	2	3	2	2	2	2	28311953	2020.09.04 04:20:01	sell	0.10	audjpy	77.224	77.195	77.027	2020.09.04 04:34:34	77.195	290
9	28312016	2020.09.04 04:25:00	77.14100000000001	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	77.248	77.252	77.226	77.238	-1	1	1	1	-1	1	-1	1	1	1	-1	1	-0.003	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	0.044	0.007	-0.027	0.014	-1	4	1	2	-3	2	-4	4	4	1	-3	2	53.96543	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	69.76596000000001	74.68872	73.33882	69.41771	55.67549	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	63.08799	63.407	59.8669	60.92675	-0.0365	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	4.8443	7.171	4.33485	4.53055	2	2	2	2	2	2	3	2	2	2	2	2	28312016	2020.09.04 04:25:01	sell	0.10	audjpy	77.239	77.195	77.027	2020.09.04 04:34:34	77.195	440
10	28312070	2020.09.04 04:30:00	77.18000000000001	77.18600000000001	77.19799999999999	77.18000000000001	77.18899999999999	77.14700000000001	77.20399999999999	77.248	77.252	77.226	77.238	77.20999999999999	1	1	1	-1	1	-1	1	1	1	-1	1	-1	0.038	0.006	0.011	-0.021	0.01	-0.048	0.057	0.044	0.007	-0.027	0.014	-0.028	4	1	2	-3	2	-4	4	4	1	-3	2	-3	58.40823	61.8072	66.59472	71.73309999999999	67.02266	64.84639	69.47641	69.76596000000001	74.68872	73.33882	69.41771	73.50097	59.55898	60.12476	61.2656	58.6176	59.53804	53.67364	59.3882	63.08799	63.407	59.8669	60.92675	57.21561	0.51925	0.8018999999999999	1.8768	2.1995	5.33715	3.9032	4.9932	4.8443	7.171	4.33485	4.53055	4.539	2	2	2	2	2	3	2	2	2	2	2	3	28312070	2020.09.04 04:30:01	sell	0.10	audjpy	77.206	77.195	77.027	2020.09.04 04:34:34	77.195	110
